,school_id,latitude,longitude,region,division,province,municipality,district
9348,108151,14.086439,120.923617,Region IV-A,Cavite,Cavite,Tagaytay City,Tagaytay City
9349,107693,13.861247,120.967499,Region IV-A,Batangas,Batangas,Santa Teresita,Sta. Teresita
9350,109420,14.486417,121.22886799999999,Region IV-A,Rizal,Rizal,Cardona,Cardona
9351,107247,13.943017,120.767075,Region IV-A,Batangas,Batangas,Balayan,Balayan East
9352,109554,13.75577977,121.10299180000001,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
9353,109111,13.91271148,121.30167420000001,Region IV-A,Quezon,Quezon,San Antonio,San Antonio
9354,109685,13.913235,121.144379,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
9355,108429,14.34400647,121.03592350000001,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9356,261001,14.311128,120.97052,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
9357,108386,14.2695843,121.4443514,Region IV-A,Laguna,Laguna,Pagsanjan,Pagsanjan
9358,109012,13.82644284,122.08474720000001,Region IV-A,Quezon,Quezon,Pitogo,Pitogo
9359,109520,14.5448248,121.36592320000001,Region IV-A,Rizal,Rizal,Tanay,Tanay II
9360,109086,14.161336,121.638908,Region IV-A,Quezon,Quezon,Sampaloc,Sampaloc
9361,109087,14.15655,121.63993799999999,Region IV-A,Quezon,Quezon,Sampaloc,Sampaloc
9362,109085,14.15671676,121.636591,Region IV-A,Quezon,Quezon,Sampaloc,Sampaloc
9363,109189,13.97001049,121.51562870000001,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
9364,109836,14.21870281,121.1853581,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East II
9365,109648,13.904346,121.192802,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9366,109575,13.530496,121.091807,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Verde Island District
9367,107696,14.0667661,121.20840700000001,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9368,107363,13.82957791,121.1623697,Region IV-A,Batangas,Batangas,Ibaan,Ibaan
9369,108192,14.062259,121.254135,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9370,109281,13.94362623,121.31778090000002,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9371,109576,13.558575,121.05006399999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Verde Island District
9372,109577,13.558536,121.060895,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Verde Island District
9373,108528,13.952758,121.86556200000001,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
9374,109095,13.32361111,122.67666670000001,Region IV-A,Quezon,Quezon,San Andres,San Andres
9375,107276,13.78305556,120.99722220000001,Region IV-A,Batangas,Batangas,Bauan,Bauan
9376,108193,14.05936267,121.2181446,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9377,108628,13.909642,121.444475,Region IV-A,Quezon,Quezon,Candelaria,Candelaria East
9378,108817,13.769398,122.413273,Region IV-A,Quezon,Quezon,Lopez,Lopez East
9379,109521,14.63211995,121.3459821,Region IV-A,Rizal,Rizal,Tanay,Tanay II
9380,109753,14.066401,121.32415400000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
9381,109112,13.89098668,121.28721180000001,Region IV-A,Quezon,Quezon,San Antonio,San Antonio
9382,108313,14.1766315,121.2451122,Region IV-A,Laguna,Laguna,Los Baños,Los Baños
9383,107651,13.844539,120.924217,Region IV-A,Batangas,Batangas,San Luis,San Luis
9384,107683,13.787144,121.018639,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
9385,107697,14.1186341,121.1567682,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9386,108083,14.41857723,120.88573020000001,Region IV-A,Cavite,Cavite,Noveleta,Noveleta
9387,108207,14.193655,121.281342,Region IV-A,Laguna,Laguna,Bay,Bay
9388,108331,14.340235,121.513535,Region IV-A,Laguna,Laguna,Kalayaan,Lumban-Kalayaan
9389,108318,14.201237,121.500206,Region IV-A,Laguna,Laguna,Luisiana,Luisiana
9390,108414,14.217873,121.359398,Region IV-A,Laguna,Laguna,Pila,Pila
9391,108430,14.36736142,121.05480390000001,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9392,109795,14.01869,121.33741699999999,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9393,109796,14.002034,121.332466,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9394,109358,14.57335408,121.1905256,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-A
9395,107698,14.094748,121.168419,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9396,109649,13.93070754,121.2180477,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9397,108194,14.061827,121.261223,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9398,108499,14.197469,121.31781000000001,Region IV-A,Laguna,Laguna,Victoria,Victoria
9399,109807,14.110797,121.33227099999999,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
9400,109698,13.84648,121.19694799999999,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City West District
9401,107575,13.841075,121.24134099999999,Region IV-A,Batangas,Batangas,Rosario,Rosario East
9402,109650,13.91736401,121.2246706,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9403,109769,14.088629,121.28008200000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Del Remedio
9404,109763,14.035594,121.363378,Region IV-A,San Pablo City,Laguna,San Pablo City,Dapdapan
9405,109837,14.22246039,121.1456863,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East II
9406,109808,14.093041,121.35368000000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
9407,107262,13.798292,120.94883700000001,Region IV-A,Batangas,Batangas,Bauan,Bauan
9408,107422,14.042177,120.627525,Region IV-A,Batangas,Batangas,Lian,Lian
9409,108547,13.720921,122.430325,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
9410,109219,14.014813,122.475973,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9411,107349,13.89138687,121.0399125,Region IV-A,Batangas,Batangas,Cuenca,Cuenca
9412,107537,13.883287,121.20646699999999,Region IV-A,Batangas,Batangas,Padre Garcia,Padre Garcia
9413,107699,14.0791491,121.1893271,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9414,164520,14.20559,121.334877,Region IV-A,Laguna,Laguna,Victoria,Victoria
9415,163509,14.025586,121.162994,Region IV-A,Batangas,Batangas,Malvar,Malvar
9416,107700,14.03037691,121.204799,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9417,108835,13.756226,122.282467,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9418,108852,13.772566,122.306156,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9419,108365,14.113103,121.422699,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
9420,109651,13.905875,121.233925,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9421,107701,14.04511715,121.1888659,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9422,107965,14.32346562,120.9226348,Region IV-A,Cavite,Cavite,General Trias,General Trias II
9423,108228,14.331149,121.05623600000001,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
9424,108500,14.215537,121.339274,Region IV-A,Laguna,Laguna,Victoria,Victoria
9425,109220,13.9975995,122.50537450000002,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9426,109282,13.88584939,121.35148290000001,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9427,109408,14.564974,121.1101,Region IV-A,Rizal,Rizal,Cainta,Cainta I (Cainta)
9428,109542,14.54632548,121.1473502,Region IV-A,Rizal,Rizal,Taytay,Taytay II
9429,109754,14.05111111,121.3113889,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
9430,107380,14.052247,120.920975,Region IV-A,Batangas,Batangas,Laurel,Laurel
9431,107940,14.3122296,121.0200394,Region IV-A,Cavite,Cavite,Gen. Mariano Alvarez,General Mariano Alvarez
9432,107941,14.2974584,121.0077788,Region IV-A,Cavite,Cavite,Gen. Mariano Alvarez,General Mariano Alvarez
9433,107942,14.31038848,121.0128273,Region IV-A,Cavite,Cavite,Gen. Mariano Alvarez,General Mariano Alvarez
9434,109797,14.04337,121.32818799999998,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9435,107381,14.029348,120.884804,Region IV-A,Batangas,Batangas,Laurel,Laurel
9436,107474,14.04462834,121.1239923,Region IV-A,Batangas,Batangas,Malvar,Malvar
9438,109686,13.887492,121.160881,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
9439,163508,14.111605,120.99157,Region IV-A,Batangas,Batangas,Talisay,Talisay
9440,109442,14.52326998,121.21314950000001,Region IV-A,Rizal,Rizal,Morong,Morong
9441,107576,13.835007,121.17784099999999,Region IV-A,Batangas,Batangas,Rosario,Rosario West
9442,108692,13.71193,122.17976000000002,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
9443,108693,13.70732,122.19986999999999,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
9444,108195,14.0469655,121.21841129999999,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9445,108320,14.182307,121.528442,Region IV-A,Laguna,Laguna,Luisiana,Luisiana
9446,109799,13.9846908,121.30961609999999,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9447,109623,13.73283818,121.0779444,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City South District
9448,109652,13.9513079,121.2034456,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9449,107475,14.04137982,121.12670690000002,Region IV-A,Batangas,Batangas,Malvar,Malvar
9450,107577,13.841908,121.279991,Region IV-A,Batangas,Batangas,Rosario,Rosario East
9451,107652,13.840809,120.930664,Region IV-A,Batangas,Batangas,San Luis,San Luis
9452,107702,14.0595211,121.18097759999998,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9453,108208,14.18568078,121.28581909999998,Region IV-A,Laguna,Laguna,Bay,Bay
9454,108251,14.24081318,121.1394465,Region IV-A,Laguna,Laguna,Cabuyao,Cabuyao
9455,108266,14.136576,121.30966200000002,Region IV-A,Laguna,Laguna,Calauan,Calauan
9456,108387,14.2798584,121.4582011,Region IV-A,Laguna,Laguna,Pagsanjan,Pagsanjan
9457,108629,13.87323352,121.424498,Region IV-A,Quezon,Quezon,Candelaria,Candelaria East
9458,108659,13.63101467,122.2421807,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9459,108694,13.6706,122.2229,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
9460,108743,13.800657,122.4755,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
9461,108884,13.748223,122.17286100000001,Region IV-A,Quezon,Quezon,Macalelon,Macalelon
9462,108940,13.502482,122.42168400000001,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
9463,109150,13.668945,122.43673500000001,Region IV-A,Quezon,Quezon,San Narciso,San Narciso
9464,109221,14.01072899,122.4856184,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9465,109283,13.951995,121.345924,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9466,109339,14.59072732,121.1838512,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District I-B
9467,109477,14.76162818,121.1582997,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
9468,109530,14.57175209,121.1255754,Region IV-A,Rizal,Rizal,Taytay,Taytay I
9469,108431,14.34214969,121.0232666,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9470,165507,14.813914,121.16435800000001,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
9471,165508,14.78306,121.16811799999999,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
9472,108548,13.745305,122.43075,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
9473,108549,13.732651,122.41984599999999,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
9474,107423,13.90595,120.89771999999999,Region IV-A,Batangas,Batangas,Lemery,Lemery
9475,107424,13.903117,120.897247,Region IV-A,Batangas,Batangas,Lemery,Lemery
9476,109800,14.033429,121.328274,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9477,107703,14.05162217,121.20077830000001,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9478,108660,13.65701725,122.39966869999999,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9479,107461,14.110606,121.064272,Region IV-A,Batangas,Batangas,Mabini,Mabini
9480,109764,14.0735044,121.34901869999999,Region IV-A,San Pablo City,Laguna,San Pablo City,Dapdapan
9481,109653,13.94029828,121.1854237,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9482,107704,14.07329812,121.19767560000001,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9483,107775,14.11065003,121.0642274,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City West
9484,107836,14.023806,120.782219,Region IV-A,Batangas,Batangas,Tuy,Tuy
9485,108152,14.115136,120.96245800000001,Region IV-A,Cavite,Cavite,Tagaytay City,Tagaytay City
9486,107943,14.33129577,121.036891,Region IV-A,Cavite,Cavite,Gen. Mariano Alvarez,General Mariano Alvarez
9487,108445,14.235766,121.403259,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9488,108915,14.062654,121.84043899999999,Region IV-A,Quezon,Quezon,Mauban,Mauban South
9489,109284,13.91727801,121.3345179,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9490,109478,14.7300984,121.13471440000001,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
9491,107814,13.66638889,120.8538889,Region IV-A,Batangas,Batangas,Tingloy,Tingloy
9492,107222,13.864122,121.00483700000001,Region IV-A,Batangas,Batangas,Alitagtag,Alitagtag
9493,109555,13.73893277,121.17181049999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
9494,109359,14.656819,121.269135,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-D
9495,109543,14.54372582,121.125423,Region IV-A,Rizal,Rizal,Taytay,Taytay II
9496,108332,14.32472222,121.4763889,Region IV-A,Laguna,Laguna,Kalayaan,Lumban-Kalayaan
9497,107631,13.830329,121.397255,Region IV-A,Batangas,Batangas,San Juan,San Juan East
9498,107476,14.0217929,121.1447682,Region IV-A,Batangas,Batangas,Malvar,Malvar
9499,109770,14.0927708,121.30275559999998,Region IV-A,San Pablo City,Laguna,San Pablo City,Del Remedio
9500,109409,14.57694444,121.1213889,Region IV-A,Rizal,Rizal,Cainta,Cainta II
9501,107705,14.06781952,121.20339409999998,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9502,107815,13.634226,120.876167,Region IV-A,Batangas,Batangas,Tingloy,Tingloy
9503,108085,14.449301,120.880279,Region IV-A,Cavite,Cavite,Noveleta,Noveleta
9504,108174,14.307665,120.769049,Region IV-A,Cavite,Cavite,Ternate,Ternate
9505,108196,14.0581957,121.23031509999998,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9506,109838,14.21708087,121.1757142,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East II
9507,109151,13.53949721,122.56790190000001,Region IV-A,Quezon,Quezon,San Narciso,San Narciso
9508,109285,13.88819543,121.3687804,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9509,109410,14.57553103,121.12577140000002,Region IV-A,Rizal,Rizal,Cainta,Cainta II
9510,107479,14.021469,121.139191,Region IV-A,Batangas,Batangas,Malvar,Malvar
9511,107632,13.827496,121.394203,Region IV-A,Batangas,Batangas,San Juan,San Juan West
9512,107462,13.771133,120.960075,Region IV-A,Batangas,Batangas,Mabini,Mabini
9513,109809,14.110029,121.350807,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
9514,109725,13.9420265,121.62198390000002,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
9515,108898,14.193915,121.737785,Region IV-A,Quezon,Quezon,Mauban,Mauban North
9516,109638,14.458858,120.87990400000001,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City III District
9517,109665,14.01723477,121.18450459999998,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City North Disrict
9518,109789,14.084488,121.325301,Region IV-A,San Pablo City,Laguna,San Pablo City,Lakeside
9519,109790,14.087284,121.326975,Region IV-A,San Pablo City,Laguna,San Pablo City,Lakeside
9520,107653,13.8546785,120.9176104,Region IV-A,Batangas,Batangas,San Luis,San Luis
9521,107706,14.0233592,121.1971332,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9522,109340,14.60419303,121.1988249,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-C
9524,108745,14.07010567,122.37778190000002,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
9525,107799,13.777067,121.212418,Region IV-A,Batangas,Batangas,Taysan,Taysan
9526,108723,14.798617,121.605778,Region IV-A,Quezon,Quezon,General Nakar,Gen. Nakar
9527,109771,14.105,121.30166670000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Del Remedio
9528,107684,13.8511891,121.04856640000001,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
9529,109772,14.120262,121.29930900000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Del Remedio
9530,109494,14.69641106,121.11602040000001,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
9531,108853,13.728463,122.28469799999999,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9532,108854,13.733966,122.31688500000001,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9533,109755,14.049915,121.30578600000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
9534,109609,13.719236,121.10929499999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
9535,107445,13.677888,121.213448,Region IV-A,Batangas,Batangas,Lobo,Lobo
9536,107538,13.87186528,121.19684440000002,Region IV-A,Batangas,Batangas,Padre Garcia,Padre Garcia
9537,108048,14.278238,120.739177,Region IV-A,Cavite,Cavite,Maragondon,Maragondon
9538,108197,14.057242,121.249664,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9539,164504,14.44603243,121.38083359999999,Region IV-A,Laguna,Laguna,Famy,Famy-Mabitac
9540,108415,14.206972,121.37990900000001,Region IV-A,Laguna,Laguna,Pila,Pila
9541,107922,14.33847741,120.94961950000001,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
9542,108899,14.167078,121.70637099999999,Region IV-A,Quezon,Quezon,Mauban,Mauban North
9543,109152,13.57002406,122.56758889999999,Region IV-A,Quezon,Quezon,San Narciso,San Narciso
9544,107666,13.92805,120.94993500000001,Region IV-A,Batangas,Batangas,San Nicolas,San Nicolas
9545,107446,13.688187,121.330345,Region IV-A,Batangas,Batangas,Lobo,Lobo
9546,107889,14.43316074,120.9743666,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
9547,108695,13.68878,122.21033,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
9548,108885,13.740719,122.195349,Region IV-A,Quezon,Quezon,Macalelon,Macalelon
9549,107919,14.31480669,120.96804009999998,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
9550,109791,14.07222222,121.3227778,Region IV-A,San Pablo City,Laguna,San Pablo City,Lakeside
9551,107277,13.803465,120.93128999999999,Region IV-A,Batangas,Batangas,Bauan,Bauan
9552,107708,14.079175,121.189232,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9553,108661,13.71314142,122.32780159999999,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9554,107685,13.78666667,121.02555559999999,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
9555,108432,14.36368867,121.05815679999999,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9556,109810,14.0974958,121.3314899,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
9557,109592,13.77792049,121.10206570000001,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
9558,107477,14.04919418,121.13781979999999,Region IV-A,Batangas,Batangas,Malvar,Malvar
9559,107709,14.08526281,121.1777469,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9560,108550,13.764698,122.382663,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
9561,108941,13.516502,122.47627299999999,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
9562,109286,13.97111111,121.30138889999999,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9563,163514,14.05259,121.14594299999999,Region IV-A,Batangas,Batangas,Malvar,Malvar
9565,107478,14.0543433,121.1557129,Region IV-A,Batangas,Batangas,Malvar,Malvar
9566,108608,14.062321,122.31765700000001,Region IV-A,Quezon,Quezon,Calauag,Calauag West
9567,108529,13.92071516,121.99592340000002,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
9568,108570,14.83761593,121.982317,Region IV-A,Quezon,Quezon,Burdeos,Burdeos
9569,108855,13.83308,122.21723600000001,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9570,109479,14.73202977,121.15836440000001,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
9571,109464,14.708693,121.19818899999999,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
9572,109465,14.74199157,121.168626,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
9573,109468,14.721884,121.19673200000001,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
9574,164509,14.162043,121.524841,Region IV-A,Laguna,Laguna,Luisiana,Luisiana
9575,109861,14.20372319,121.0955748,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
9576,108198,14.049239,121.261772,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9577,109783,14.069689,121.31639299999999,Region IV-A,San Pablo City,Laguna,San Pablo City,Fule Almeda
9578,107278,13.79416667,120.985,Region IV-A,Batangas,Batangas,Bauan,Bauan
9579,107710,14.09545315,121.1500588,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9580,108078,14.30998435,120.7721824,Region IV-A,Cavite,Cavite,Naic,Naic II
9581,108433,14.36659471,121.06212909999999,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9582,108583,13.949728,122.38941200000001,Region IV-A,Quezon,Quezon,Calauag,Calauag East
9583,108662,13.67551135,122.35799250000001,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9584,109191,13.873377,121.52085100000001,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
9585,109222,13.98170452,122.43321159999999,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9586,109304,13.81533397,122.03684779999999,Region IV-A,Quezon,Quezon,Unisan,Unisan
9587,136918,14.620485,121.294179,Region IV-A,Rizal,Rizal,Baras,Baras
9589,109699,13.9668495,121.12647150000001,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City West District
9590,108321,14.203151,121.474197,Region IV-A,Laguna,Laguna,Luisiana,Luisiana
9592,109687,13.9350978,121.15487140000002,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
9594,107279,13.83334459,121.0062101,Region IV-A,Batangas,Batangas,Bauan,Bauan
9595,107463,13.699049,120.88333100000001,Region IV-A,Batangas,Batangas,Mabini,Mabini
9596,109801,14.016608,121.33831599999999,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9597,107711,14.09067652,121.1691033,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9598,108229,14.32938968,121.0779493,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
9599,108434,14.35935134,121.0556581,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9600,108551,13.768316,122.46079499999999,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
9601,108696,13.68348,122.19332,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
9602,108886,13.749557,122.19595,Region IV-A,Quezon,Quezon,Macalelon,Macalelon
9603,109153,13.48732301,122.56736709999998,Region IV-A,Quezon,Quezon,San Narciso,San Narciso
9604,109223,14.007129,122.523331,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9605,109315,14.52303257,121.14666869999999,Region IV-A,Rizal,Rizal,Angono,Angono
9606,108663,13.65833085,122.2510529,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9607,108664,13.68393434,122.25839140000001,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9608,109360,14.68065,121.31323200000001,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-D
9609,109631,14.49347497,120.9058072,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City I District
9610,108167,14.37441244,120.8539814,Region IV-A,Cavite,Cavite,Tanza,Tanza
9611,108630,13.929718,121.42383400000001,Region IV-A,Quezon,Quezon,Candelaria,Candelaria East
9612,108349,14.147187,121.47112299999999,Region IV-A,Laguna,Laguna,Majayjay,Majayjay
9613,108446,14.2791003,121.41710800000001,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9614,108856,13.823245,122.204704,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9615,108366,14.202402,121.398499,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
9616,108466,14.4688714,121.42359440000001,Region IV-A,Laguna,Laguna,Santa Maria,Santa Maria
9617,108480,14.31421625,121.11294440000002,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District I
9618,108481,14.314941,121.111153,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District I
9619,108482,14.3160793,121.11067539999999,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District I
9620,108199,14.054968,121.242355,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
9621,108942,13.528519,122.393875,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
9622,109305,13.84222905,121.9781328,Region IV-A,Quezon,Quezon,Unisan,Unisan
9623,107837,13.997204,120.701462,Region IV-A,Batangas,Batangas,Tuy,Tuy
9624,107712,14.12181191,121.1414994,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9625,107966,14.34462505,120.9066263,Region IV-A,Cavite,Cavite,General Trias,General Trias II
9626,109443,14.521262,121.262262,Region IV-A,Rizal,Rizal,Baras,Baras
9627,109784,14.030015,121.282829,Region IV-A,San Pablo City,Laguna,San Pablo City,Fule Almeda
9628,107315,13.865226,120.63553600000002,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
9629,108447,14.2880036,121.41190120000002,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9630,108448,14.285378,121.40841699999999,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9631,108449,14.280947,121.41126299999999,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9632,108483,14.22787325,121.0482081,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District III
9633,108333,14.2975,121.4597222,Region IV-A,Laguna,Laguna,Lumban,Lumban-Kalayaan
9634,108267,14.166287,121.33834099999999,Region IV-A,Laguna,Laguna,Calauan,Calauan
9635,109666,13.9046796,121.221721,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City North Disrict
9636,107490,13.96853263,121.10455490000001,Region IV-A,Batangas,Batangas,Mataasnakahoy,Mataas Na Kahoy
